Id,KeyText,AddedOn,IsChecked,GroupName,BaseFrequency,QuoteFrequency,QuotePointFrequency
185,разбавить самогон калькулятор онлайн расчет водой,2020-10-30 16:36:51.8114534,0,калькулятор разбавления самогона водой,558,8,8
144,калькулятор самогонщика расчет разбавить самогон водой,2020-10-30 16:33:04.9765734,0,калькулятор разбавления самогона водой,553,3,3
145,калькулятор самогонщика разбавление спирта,2020-10-30 16:33:04.9775712,0,калькулятор разбавления самогона водой,549,103,103
146,калькулятор самогонщика онлайн расчет разбавить самогон водой,2020-10-30 16:33:04.9775712,0,калькулятор разбавления самогона водой,547,280,280
247,расчет разбавить спирт калькулятор,2020-10-30 16:39:24.8369254,0,калькулятор разбавления самогона водой,538,0,0
5,калькулятор самогонщика онлайн расчет спирта,2020-10-30 16:33:04.9775712,0,Все,533,0,0
147,калькулятор самогонщика онлайн расчет разбавить спирт,2020-10-30 16:33:04.9775712,0,калькулятор разбавления самогона водой,530,224,224
330,калькулятор самогонщика онлайн головы,2020-10-30 16:33:04.9775712,0,калькулятор самогонщика отбор голов,513,6,2
331,калькулятор самогонщика расчет голов,2020-10-30 16:33:33.3873817,0,калькулятор самогонщика отбор голов,509,30,26
248,калькулятор спирта и воды,2020-10-30 16:39:24.8369254,0,калькулятор разбавления самогона водой,482,238,236
658,таблица разбавления самогона калькулятор,2020-10-30 16:36:51.8114534,0,таблица разбавления самогона водой калькулятор,459,3,3
187,калькулятор самогона для разведения,2020-10-30 16:36:51.8114534,0,калькулятор разбавления самогона водой,456,175,175
632,таблица разбавления самогона водой калькулятор,2020-10-30 16:36:51.8114534,0,таблица разбавления самогона водой калькулятор,452,176,173
419,калькулятор дробной перегонки спирта,2020-10-30 16:39:24.8369254,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),442,19,19
661,калькулятор самогонщика разбавление самогона водой после первой,2020-10-30 16:33:33.389375,1,калькулятор самогонщика разбавление самогона водой после первой,442,96,96
249,калькулятор спирта для разведения водой онлайн,2020-10-30 16:39:24.8369254,0,калькулятор разбавления самогона водой,436,348,348
6,алкогольный калькулятор самогонщика,2020-10-30 16:33:33.3903713,0,Все,433,284,284
664,как развести самогон калькулятор,2020-10-30 16:36:51.8114534,0,калькулятор самогонщика разбавление самогона водой после второй,420,43,34
148,калькулятор самогонщика разбавление спирта водой,2020-10-30 16:33:33.3903713,0,калькулятор разбавления самогона водой,417,246,246
332,калькулятор самогонщика расчет голов и хвостов,2020-10-30 16:33:33.3903713,0,калькулятор самогонщика отбор голов,414,61,61
420,дробный калькулятор спирта сырца,2020-10-30 16:39:24.837924,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),407,0,0
421,калькулятор дробной перегонки спирта сырца,2020-10-30 16:39:24.837924,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),405,212,192
576,разбавить спирт до 40 калькулятор,2020-10-30 16:39:24.837924,0,калькулятор водки из спирта,401,15,15
598,калькулятор самогонщика первая перегонка,2020-10-30 16:33:33.3903713,0,калькулятор самогонщика первая перегонка,395,1,1
333,калькулятор самогонщика онлайн хвосты,2020-10-30 16:33:33.3903713,0,калькулятор самогонщика отбор голов,386,0,0
671,спиртовой калькулятор для самогона,2020-10-30 16:36:51.8114534,0,калькулятор разбавления самогона водой,386,314,314
334,калькулятор голов и хвостов самогонщика онлайн,2020-10-30 16:33:33.3903713,0,калькулятор самогонщика отбор голов,370,21,18
351,калькулятор голов самогона,2020-10-30 16:36:51.8114534,0,калькулятор самогонщика отбор голов,368,21,18
250,разбавить спирт водой калькулятор онлайн,2020-10-30 16:39:24.837924,0,калькулятор разбавления самогона водой,361,27,27
519,калькулятор смешивания спиртов,2020-10-30 16:39:24.837924,0,Калькулятор смешивания спиртов,358,116,76
388,калькулятор самогонщика онлайн расчет вторая перегонка,2020-10-30 16:33:33.3903713,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),357,1,1
335,калькулятор самогонщика онлайн расчет голов,2020-10-30 16:33:33.3903713,0,калькулятор самогонщика отбор голов,347,34,34
573,разбавить спирт до 40 градусов калькулятор,2020-10-30 16:39:24.837924,0,калькулятор водки из спирта,344,28,25
251,развести спирт водой калькулятор,2020-10-30 16:39:24.837924,0,калькулятор разбавления самогона водой,334,90,78
92,калькулятор пропорций спирта,2020-10-30 16:39:24.837924,0,Все,329,1,1
677,калькулятор крепости спирта,2020-10-30 16:39:24.837924,0,калькулятор абсолютного спирта,320,20,15
440,калькулятор самогонщика погребок,2020-10-30 16:33:33.3903713,0,конкуренты,311,68,68
252,калькулятор онлайн расчет разбавить спирт водой,2020-10-30 16:39:24.837924,0,калькулятор разбавления самогона водой,309,5,5
149,калькулятор самогонщика онлайн расчет разбавить спирт водой,2020-10-30 16:33:33.3903713,0,калькулятор разбавления самогона водой,305,220,220
531,калькулятор абсолютного спирта,2020-10-30 16:39:24.837924,0,калькулятор абсолютного спирта,301,120,76
189,самогонный калькулятор разбавления самогона,2020-10-30 16:36:51.8114534,0,калькулятор разбавления самогона водой,295,75,75
336,калькулятор самогонщика онлайн расчет голов и хвостов,2020-10-30 16:33:33.3903713,0,калькулятор самогонщика отбор голов,293,179,179
580,разбавить спирт водой до 40 калькулятор,2020-10-30 16:39:24.8389204,0,калькулятор водки из спирта,292,12,12
441,калькулятор онлайн самогонщика русская,2020-10-30 16:33:33.3903713,0,конкуренты,286,1,1
70,калькулятор крепости самогона,2020-10-30 16:36:51.8114534,0,Все,281,28,26
577,разбавить спирт водой до 40 градусов калькулятор,2020-10-30 16:39:24.8389204,0,калькулятор водки из спирта,263,14,14
190,калькулятор самогона для разведения водой,2020-10-30 16:37:22.0596721,0,калькулятор разбавления самогона водой,254,186,186
376,развести спирт до 40 градусов калькулятор,2020-10-30 16:39:24.8389204,0,развести самогон или спирт до 40 градусов калькулятор,246,42,42
639,разбавить спирт водой калькулятор таблица,2020-10-30 16:39:24.8389204,0,таблица разбавления самогона водой калькулятор,245,21,21
7,калькулятор самогонщика онлайн расчет важных,2020-10-30 16:33:33.3913689,0,Все,229,43,43
8,калькулятор самогонщика расчет важных параметров,2020-10-30 16:33:33.3913689,0,Все,228,19,19
191,самогонный калькулятор разбавления самогона водой,2020-10-30 16:37:22.061667,0,калькулятор разбавления самогона водой,227,140,140
464,русский самогон калькулятор,2020-10-30 16:37:22.061667,0,конкуренты,225,3,3
442,калькулятор самогонщика calcsam,2020-10-30 16:33:33.3913689,0,конкуренты,214,135,135
590,развести спирт до 70 калькулятор,2020-10-30 16:39:24.8389204,0,развести спирт до 70 калькулятор,211,0,0
619,разбавить самогон водой калькулятор для второго,2020-10-30 16:37:22.0626649,1,калькулятор самогонщика разбавление самогона водой после первой,211,0,0
389,калькулятор самогонщика вторая перегонка отбор,2020-10-30 16:33:33.3913689,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),209,0,0
374,развести самогон до 40 градусов калькулятор,2020-10-30 16:37:22.0626649,0,развести самогон или спирт до 40 градусов калькулятор,204,32,32
337,калькулятор самогонщика вторая перегонка отбор голов,2020-10-30 16:33:33.3913689,0,калькулятор самогонщика отбор голов,202,59,59
591,развести спирт до 70 градусов калькулятор,2020-10-30 16:39:24.8389204,0,развести спирт до 70 калькулятор,201,105,105
150,калькулятор самогонщика расчет разбавления,2020-10-30 16:33:33.3913689,0,калькулятор разбавления самогона водой,199,27,27
422,калькулятор второй перегонки спирта,2020-10-30 16:39:24.8389204,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),198,5,5
443,калькулятор самогонщика 24,2020-10-30 16:33:33.3913689,0,конкуренты,195,5,5
496,калькулятор самогонщика на андроид,2020-10-30 16:33:33.3913689,0,приложение,194,12,12
9,калькулятор самогонщика таблица,2020-10-30 16:33:33.3923672,0,Все,190,47,44
338,калькулятор самогонщика отбор голов и хвостов,2020-10-30 16:33:33.3923672,0,калькулятор самогонщика отбор голов,189,54,49
444,калькулятор самогонщика 24 погребок,2020-10-30 16:33:33.3923672,0,конкуренты,185,110,110
476,калькулятор брага спирт,2020-10-30 16:39:24.8389204,0,спирт из браги,182,0,0
10,калькулятор самогонщика онлайн расчет важных параметров,2020-10-30 16:33:33.3923672,0,Все,180,137,137
192,калькулятор разбавления самогона водой онлайн бесплатно,2020-10-30 16:37:22.0636621,0,калькулятор разбавления самогона водой,178,177,177
497,калькулятор самогонщика для пк,2020-10-30 16:33:33.3923672,0,приложение,177,0,0
660,таблица разведения спиртов калькулятор,2020-10-30 16:39:51.2573332,0,таблица разбавления самогона водой калькулятор,175,0,0
673,спиртовой калькулятор для спирта,2020-10-30 16:39:51.2563341,0,калькулятор разбавления самогона водой,175,153,153
377,как развести спирт до 40 калькулятор,2020-10-30 16:39:51.2583305,0,развести самогон или спирт до 40 градусов калькулятор,173,14,14
423,калькулятор выхода спирта,2020-10-30 16:39:51.2583305,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),171,9,6
546,калькулятор температуры самогона,2020-10-30 16:37:22.0636621,0,калькулятор спирта от температуры,169,0,0
11,лучший калькулятор самогонщика,2020-10-30 16:33:33.3923672,0,Все,158,35,35
375,как развести самогон до 40 калькулятор,2020-10-30 16:37:22.0646637,0,развести самогон или спирт до 40 градусов калькулятор,157,12,12
644,таблица разбавления спирта калькулятор,2020-10-30 16:39:51.2583305,0,таблица разбавления самогона водой калькулятор,157,15,15
12,калькулятор самогонщика 4.4,2020-10-30 16:33:33.3933688,0,Все,156,1,1
151,калькулятор самогонщика разбавление самогона водой скачать,2020-10-30 16:33:33.3933688,0,калькулятор разбавления самогона водой,156,5,5
549,калькулятор спирта от температуры,2020-10-30 16:39:51.2583305,0,калькулятор спирта от температуры,148,33,24
603,разбавить самогон водой калькулятор после второй перегонки,2020-10-30 16:37:22.0646637,0,калькулятор самогонщика разбавление самогона водой после второй,145,40,40
193,калькулятор расчета разбавления самогона,2020-10-30 16:37:22.0646637,0,калькулятор разбавления самогона водой,141,5,5
445,калькулятор самогонщика онлайн погребок,2020-10-30 16:33:33.3933688,0,конкуренты,136,51,51
520,калькулятор спиртов разной крепости,2020-10-30 16:39:51.2583305,0,Калькулятор смешивания спиртов,136,0,0
650,таблица разбавления спирта водой калькулятор,2020-10-30 16:39:51.2583305,0,таблица разбавления самогона водой калькулятор,136,8,6
667,калькулятор самогонщика развести,2020-10-30 16:33:33.3933688,0,калькулятор самогонщика разбавление самогона водой после второй,135,10,10
194,калькулятор расчета разбавления самогона водой,2020-10-30 16:37:22.0646637,0,калькулятор разбавления самогона водой,132,5,5
339,калькулятор самогонщика отбор голов онлайн,2020-10-30 16:33:33.3933688,0,калькулятор самогонщика отбор голов,129,16,16
152,калькулятор самогонщика расчет разбавления самогона,2020-10-30 16:33:33.3933688,0,калькулятор разбавления самогона водой,128,5,5
71,калькулятор пропорций самогона,2020-10-30 16:37:22.0646637,0,Все,126,0,0
72,домашний самогон калькулятор,2020-10-30 16:37:22.0646637,0,Все,125,0,0
195,онлайн калькулятор разведения самогона,2020-10-30 16:37:22.0646637,0,калькулятор разбавления самогона водой,125,25,25
95,калькулятор градусов спирта онлайн,2020-10-30 16:39:51.2583305,0,Все,123,4,4
406,калькулятор перегона самогона,2020-10-30 16:37:22.0656576,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),123,5,5
153,калькулятор самогонщика расчет разбавления самогона водой,2020-10-30 16:33:33.3933688,0,калькулятор разбавления самогона водой,122,45,45
390,калькулятор самогонщика дробная,2020-10-30 16:33:33.3933688,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),122,1,0
563,калькулятор водки из спирта,2020-10-30 16:39:51.2583305,0,калькулятор водки из спирта,122,37,30
521,калькулятор смешивания спиртов разной крепости,2020-10-30 16:39:51.2593272,0,Калькулятор смешивания спиртов,121,100,82
663,калькулятор самогонщика развести самогон,2020-10-30 16:33:33.3933688,0,калькулятор самогонщика разбавление самогона водой после второй,121,80,80
446,колба калькулятор самогонщика,2020-10-30 16:33:33.3933688,0,конкуренты,120,104,104
643,таблица разведения самогона водой калькулятор,2020-10-30 16:37:22.0656576,0,таблица разбавления самогона водой калькулятор,118,17,14
391,калькулятор самогонщика дробная перегонка,2020-10-30 16:33:33.3933688,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),117,47,41
633,разбавить самогон водой таблица онлайн калькулятор,2020-10-30 16:37:22.0656576,0,таблица разбавления самогона водой калькулятор,116,125,125
73,калькулятор выхода самогона,2020-10-30 16:37:22.0656576,0,Все,114,7,7
465,калькулятор самогонщика брага,2020-10-30 16:34:03.2014312,0,спирт из браги,110,6,3
15,справочник самогонщика калькулятор,2020-10-30 16:34:03.2014312,0,Все,109,41,41
198,как правильно разбавить самогон калькулятор,2020-10-30 16:37:22.0656576,0,калькулятор разбавления самогона водой,109,1,1
392,калькулятор самогонщика сырец,2020-10-30 16:34:03.2014312,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),108,0,0
365,расчет голов в спирте сырце калькулятор,2020-10-30 16:39:51.2593272,0,калькулятор самогонщика отбор голов,106,100,100
424,калькулятор перегонки спирта сырца онлайн,2020-10-30 16:39:51.2593272,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),104,16,16
199,как правильно разбавить самогон водой калькулятор,2020-10-30 16:37:22.0656576,0,калькулятор разбавления самогона водой,103,12,12
393,калькулятор самогонщика спирт сырец,2020-10-30 16:34:03.2014312,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),103,4,4
200,калькулятор разведения самогона водой в зависимости,2020-10-30 16:37:22.0656576,0,калькулятор разбавления самогона водой,102,1,1
638,таблица разведения спирта водой калькулятор,2020-10-30 16:39:51.2593272,0,таблица разбавления самогона водой калькулятор,102,24,20
96,алкогольный калькулятор спирт,2020-10-30 16:39:51.2593272,0,Все,98,1,1
201,формула разбавления самогона водой калькулятор,2020-10-30 16:37:22.0656576,0,калькулятор разбавления самогона водой,98,72,71
202,формула разбавления самогона калькулятор,2020-10-30 16:37:22.0656576,0,калькулятор разбавления самогона водой,98,0,0
477,калькулятор выхода спирта из браги,2020-10-30 16:39:51.2593272,0,спирт из браги,98,20,11
394,калькулятор самогонщика онлайн вторая перегонка отбор,2020-10-30 16:34:03.2014312,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),97,8,8
610,как разбавить самогон для второй перегонки калькулятор,2020-10-30 16:37:22.0656576,1,калькулятор самогонщика разбавление самогона водой после первой,93,60,60
656,калькулятор самогонщика разбавление таблица,2020-10-30 16:34:03.2014312,0,таблица разбавления самогона водой калькулятор,91,3,0
340,калькулятор самогонщика онлайн вторая перегонка отбор голов,2020-10-30 16:34:03.2014312,0,калькулятор самогонщика отбор голов,90,10,10
642,таблица разбавления самогона водой калькулятор онлайн,2020-10-30 16:37:22.0666542,0,таблица разбавления самогона водой калькулятор,90,19,19
155,калькулятор самогонщика онлайн разбавление спирта,2020-10-30 16:34:03.2014312,0,калькулятор разбавления самогона водой,89,7,7
407,калькулятор второго перегона самогона,2020-10-30 16:37:22.0666542,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),89,14,11
665,развести спирт калькулятор онлайн,2020-10-30 16:39:51.2593272,0,калькулятор самогонщика разбавление самогона водой после второй,88,32,32
447,калькулятор самогонщика онлайн 24,2020-10-30 16:34:03.2014312,0,конкуренты,87,5,5
607,калькулятор спирта сырца для второй,2020-10-30 16:39:51.2603243,1,калькулятор самогонщика разбавление самогона водой после первой,86,0,0
629,разбавить спирт сырец калькулятор,2020-10-30 16:39:51.2603243,1,калькулятор самогонщика разбавление самогона водой после первой,86,2,2
156,калькулятор самогонщика как разбавить водой,2020-10-30 16:34:03.2024293,0,калькулятор разбавления самогона водой,85,0,0
205,разведение самогона водой калькулятор онлайн,2020-10-30 16:37:22.0666542,0,калькулятор разбавления самогона водой,85,45,28
259,спирт и вода пропорции калькулятор,2020-10-30 16:39:51.2603243,0,калькулятор разбавления самогона водой,85,19,10
498,калькулятор самогонщика на компьютер,2020-10-30 16:34:03.2014312,0,приложение,85,0,0
641,самогонный калькулятор разбавления самогона водой таблица,2020-10-30 16:37:22.0666542,0,таблица разбавления самогона водой калькулятор,85,20,20
16,калькулятор алкоголя самогонщика,2020-10-30 16:34:03.2024293,0,Все,83,5,5
206,самогонный калькулятор разбавления самогона водой онлайн,2020-10-30 16:37:22.0676526,0,калькулятор разбавления самогона водой,82,11,11
448,погребок 24 калькулятор самогонщика онлайн,2020-10-30 16:34:03.203433,0,конкуренты,82,81,81
608,калькулятор спирта сырца для второй перегонки,2020-10-30 16:39:51.2603243,1,калькулятор самогонщика разбавление самогона водой после первой,82,16,16
634,таблица разбавления самогона водой калькулятор самогонщика расчет,2020-10-30 16:34:03.2024293,0,таблица разбавления самогона водой калькулятор,82,72,72
539,калькулятор самогонщика с поправкой на температуру,2020-10-30 16:34:03.203433,0,калькулятор спирта от температуры,81,33,33
547,калькулятор крепости самогона от температуры,2020-10-30 16:37:22.0676526,0,калькулятор спирта от температуры,81,35,35
158,калькулятор самогонщика как разбавить водой самогон,2020-10-30 16:34:03.203433,0,калькулятор разбавления самогона водой,80,50,50
425,калькулятор выхода спирта из спирта сырца,2020-10-30 16:39:51.2603243,0,Калькулятор дробной перегонки спирта-сырца: (вторая перегонка),80,55,20
499,приложение калькулятор самогонщика,2020-10-30 16:34:03.203433,0,приложение,80,22,21
17,калькулятор самогонщика сколько,2020-10-30 16:34:03.203433,0,Все,79,1,1
260,спирт разбавить водой пропорции калькулятор,2020-10-30 16:39:51.2603243,0,калькулятор разбавления самогона водой,79,16,16
540,калькулятор самогонщика по температуре,2020-10-30 16:34:03.203433,0,калькулятор спирта от температуры,77,34,34
159,калькулятор самогонщика онлайн разбавление спирта водой,2020-10-30 16:34:03.203433,0,калькулятор разбавления самогона водой,76,77,77
